request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,Status_of_Candidate,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,#_of_Records,Total_$
dt=1&y=2012&c-exi=1&c-r-ot=S&c-t-id=133608,c-t-id,133608,"DAVIS, WENDY R",c-t-eid,6497154,"DAVIS, WENDY R",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,TX,TX,y,2012,2012,c-r-t,1,Standard,c-r-osid,7533,"SENATE DISTRICT 010",c-t-ico,I,Incumbent,5044,5237603.97
dt=1&y=2012&c-exi=1&c-r-ot=S&c-t-id=134098,c-t-id,134098,"CULLERTON, JOHN J",c-t-eid,3148509,"CULLERTON, JOHN J",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IL,IL,y,2012,2012,c-r-t,1,Standard,c-r-osid,2310,"SENATE DISTRICT 006",c-t-ico,I,Incumbent,1583,4896241.17
dt=1&y=2012&c-exi=1&c-r-ot=S&c-t-id=133007,c-t-id,133007,"SCARNATI III, JOSEPH B",c-t-eid,13013380,"SCARNATI III, JOSEPH B",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,PA,PA,y,2012,2012,c-r-t,1,Standard,c-r-osid,6667,"SENATE DISTRICT 025",c-t-ico,I,Incumbent,2525,4534655.93
dt=1&y=2012&c-exi=1&c-r-ot=S&c-t-id=135198,c-t-id,135198,"ROTH, RICHARD",c-t-eid,11022836,"ROTH, RICHARD",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,700,"SENATE DISTRICT 031",c-t-ico,O,Open,796,3400687.74
dt=1&y=2012&c-exi=1&c-r-ot=S&c-t-id=72528,c-t-id,72528,"SHELTON, MARK M",c-t-eid,6674597,"SHELTON, MARK M",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2012,2012,c-r-t,1,Standard,c-r-osid,7533,"SENATE DISTRICT 010",c-t-ico,C,Challenger,1232,3340325.49
dt=1&y=2012&c-exi=1&c-r-ot=S&c-t-id=134120,c-t-id,134120,"RADOGNO, CHRISTINE",c-t-eid,2701213,"RADOGNO, CHRISTINE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IL,IL,y,2012,2012,c-r-t,1,Standard,c-r-osid,2345,"SENATE DISTRICT 041",c-t-ico,I,Incumbent,1498,3280655.09
dt=1&y=2012&c-exi=1&c-r-ot=S&c-t-id=130805,c-t-id,130805,"PAVLEY, FRAN",c-t-eid,1262346,"PAVLEY, FRAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,696,"SENATE DISTRICT 027",c-t-ico,I,Incumbent,2230,3060069.61
dt=1&y=2012&c-exi=1&c-r-ot=S&c-t-id=134216,c-t-id,134216,"PATTON, THOMAS F",c-t-eid,3443980,"PATTON, THOMAS F",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OH,OH,y,2012,2012,c-r-t,1,Standard,c-r-osid,6117,"SENATE DISTRICT 024",c-t-ico,I,Incumbent,2379,2637328.18
dt=1&y=2012&c-exi=1&c-r-ot=S&c-t-id=135197,c-t-id,135197,"GALGIANI, CATHLEEN",c-t-eid,21639,"GALGIANI, CATHLEEN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,674,"SENATE DISTRICT 005",c-t-ico,O,Open,906,2616638.20
dt=1&y=2012&c-exi=1&c-r-ot=S&c-t-id=25135,c-t-id,25135,"JONES, ELIZABETH AMES",c-t-eid,6667562,"JONES, ELIZABETH AMES",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TX,TX,y,2012,2012,c-r-t,1,Standard,c-r-osid,7548,"SENATE DISTRICT 025",c-t-ico,C,Challenger,848,2430815.78
